Source,Target,Weight
Appl Microbiol Biotechnol,Mol Cell Biol,1
Appl Microbiol Biotechnol,Stem Cell Reports,1
Appl Microbiol Biotechnol,Cell Stem Cell,1
Appl Microbiol Biotechnol,Bioinformatics,1
Appl Microbiol Biotechnol,Cell Res,1
Appl Microbiol Biotechnol,Dev Biol,1
Appl Microbiol Biotechnol,Biotechnol Lett,1
Appl Microbiol Biotechnol,Int J Biol Sci,1
Appl Microbiol Biotechnol,Brief Funct Genomics,1
Appl Microbiol Biotechnol,Stem Cell Res,1
Appl Microbiol Biotechnol,J Genet Genomics,1
Appl Microbiol Biotechnol,Stem Cells Dev,1
Appl Microbiol Biotechnol,Appl Environ Microbiol,1
Appl Microbiol Biotechnol,Hum Gene Ther,1
Appl Microbiol Biotechnol,Genes Dev,2
Appl Microbiol Biotechnol,Biotechnol Bioeng,1
Appl Microbiol Biotechnol,J Biotechnol,1
Appl Microbiol Biotechnol,Cancer Cell,2
Appl Microbiol Biotechnol,Insect Biochem Mol Biol,1
Appl Microbiol Biotechnol,Genetics,1
Appl Microbiol Biotechnol,Biochem Biophys Res Commun,2
Appl Microbiol Biotechnol,J Neurosci Res,1
Appl Microbiol Biotechnol,J Vis Exp,1
Appl Microbiol Biotechnol,Mol Plant,1
Appl Microbiol Biotechnol,Mol Biol Cell,1
Appl Microbiol Biotechnol,Brain Res,1
Appl Microbiol Biotechnol,J Mol Cell Biol,1
Appl Microbiol Biotechnol,Hum Mutat,1
Appl Microbiol Biotechnol,J Gen Virol,1
Appl Microbiol Biotechnol,J Clin Microbiol,1
Appl Microbiol Biotechnol,EMBO J,1
Appl Microbiol Biotechnol,J Neurosci,1
Appl Microbiol Biotechnol,Foodborne Pathog Dis,1
Eukaryot Cell,Sci Rep,2
Eukaryot Cell,Front Pharmacol,1
Eukaryot Cell,PLoS Genet,4
Eukaryot Cell,PLoS One,2
Eukaryot Cell,Methods Mol Biol,1
Eukaryot Cell,Nature,2
Eukaryot Cell,Science,1
Eukaryot Cell,J Biol Chem,2
Eukaryot Cell,Nucleic Acids Res,3
Eukaryot Cell,ACS Synth Biol,2
Eukaryot Cell,J Bacteriol,1
Eukaryot Cell,Nat Commun,1
Eukaryot Cell,Stand Genomic Sci,1
Eukaryot Cell,Cell,2
Eukaryot Cell,BMC Genomics,1
Eukaryot Cell,MBio,1
Eukaryot Cell,Plant Biotechnol J,1
Eukaryot Cell,Nat Biotechnol,2
Eukaryot Cell,Genes Dev,1
Eukaryot Cell,Cell Microbiol,1
Eukaryot Cell,Biotechnol J,1
Eukaryot Cell,Mol Plant,1
Eukaryot Cell,Trends Parasitol,1
Eukaryot Cell,Acta Biochim Biophys Sin (Shanghai),1
Eukaryot Cell,Gen Comp Endocrinol,1
Eukaryot Cell,Infect Immun,1
Eukaryot Cell,J Gen Virol,1
Eukaryot Cell,Annu Rev Microbiol,1
Mutat Res,Stem Cells,1
J Clin Microbiol,Nat Methods,4
J Clin Microbiol,Sci Rep,14
J Clin Microbiol,Oncogene,1
J Clin Microbiol,Environ Microbiol Rep,1
J Clin Microbiol,Mol Cell,4
J Clin Microbiol,PLoS Genet,4
J Clin Microbiol,PLoS One,26
J Clin Microbiol,Nat Protoc,3
J Clin Microbiol,Methods Mol Biol,5
J Clin Microbiol,Nature,6
J Clin Microbiol,Oncotarget,5
J Clin Microbiol,Proc Natl Acad Sci U S A,8
J Clin Microbiol,Science,2
J Clin Microbiol,J Zhejiang Univ Sci B,1
J Clin Microbiol,J Biol Chem,2
J Clin Microbiol,Nucleic Acids Res,7
J Clin Microbiol,ACS Synth Biol,4
J Clin Microbiol,Cold Spring Harb Protoc,1
J Clin Microbiol,J Bacteriol,3
J Clin Microbiol,Nat Commun,6
J Clin Microbiol,Metab Eng,1
J Clin Microbiol,Stand Genomic Sci,1
J Clin Microbiol,Genome Announc,1
J Clin Microbiol,Cell Rep,5
J Clin Microbiol,J Virol,3
J Clin Microbiol,Cell Mol Life Sci,2
J Clin Microbiol,Int J Syst Evol Microbiol,1
J Clin Microbiol,Protein Cell,4
J Clin Microbiol,Cell,7
J Clin Microbiol,Yi Chuan,2
J Clin Microbiol,Sci Adv,1
J Clin Microbiol,Genome Res,4
J Clin Microbiol,Genome Biol,3
J Clin Microbiol,BMC Genomics,5
J Clin Microbiol,Stem Cells Transl Med,1
J Clin Microbiol,G3 (Bethesda),7
J Clin Microbiol,Cancer Sci,2
J Clin Microbiol,Genome Biol Evol,1
J Clin Microbiol,Hum Mol Genet,3
J Clin Microbiol,Front Plant Sci,2
J Clin Microbiol,J Integr Plant Biol,1
J Clin Microbiol,MBio,2
J Clin Microbiol,Mol Ther Nucleic Acids,1
J Clin Microbiol,Virus Res,1
J Clin Microbiol,Virol J,2
J Clin Microbiol,Nat Plants,1
J Clin Microbiol,RNA Biol,15
J Clin Microbiol,Nat Chem Biol,2
J Clin Microbiol,Int J Mol Sci,2
J Clin Microbiol,Front Microbiol,8
J Clin Microbiol,Plant Biotechnol J,1
J Clin Microbiol,Xenotransplantation,1
J Clin Microbiol,Nat Biotechnol,5
J Clin Microbiol,Mol Ther Methods Clin Dev,1
J Clin Microbiol,Nat Struct Mol Biol,1
J Clin Microbiol,Mol Cell Biol,1
J Clin Microbiol,Plant J,2
J Clin Microbiol,FEBS J,2
J Clin Microbiol,Stem Cell Reports,2
J Clin Microbiol,Cell Stem Cell,3
J Clin Microbiol,Bioinformatics,3
J Clin Microbiol,Infect Genet Evol,6
J Clin Microbiol,Cell Res,7
J Clin Microbiol,J Cell Biochem,1
J Clin Microbiol,Development,1
J Clin Microbiol,Dev Biol,1
J Clin Microbiol,Biotechnol Lett,2
J Clin Microbiol,Nat Neurosci,2
J Clin Microbiol,Int J Biol Sci,11
J Clin Microbiol,Brief Funct Genomics,1
J Clin Microbiol,J Genet Genomics,6
J Clin Microbiol,Mol Microbiol,2
J Clin Microbiol,Zhonghua Liu Xing Bing Xue Za Zhi,2
J Clin Microbiol,Zhongguo Shi Yan Xue Ye Xue Za Zhi,1
J Clin Microbiol,Cancer Res,2
J Clin Microbiol,Viruses,1
J Clin Microbiol,Appl Environ Microbiol,8
J Clin Microbiol,BMC Biotechnol,1
J Clin Microbiol,J Clin Invest,1
J Clin Microbiol,Am J Hum Genet,1
J Clin Microbiol,Hum Gene Ther,1
J Clin Microbiol,Genes Dev,2
J Clin Microbiol,Cell Discov,3
J Clin Microbiol,Curr Biol,1
J Clin Microbiol,Biotechnol Bioeng,1
J Clin Microbiol,Cell Microbiol,1
J Clin Microbiol,Sci China Life Sci,1
J Clin Microbiol,Stem Cells,2
J Clin Microbiol,Methods Enzymol,1
J Clin Microbiol,Anal Biochem,1
J Clin Microbiol,Trends Microbiol,1
J Clin Microbiol,Protein Sci,1
J Clin Microbiol,PLoS Pathog,1
J Clin Microbiol,Curr Microbiol,3
J Clin Microbiol,J Biotechnol,3
J Clin Microbiol,BMC Bioinformatics,2
J Clin Microbiol,Cancer Cell,1
J Clin Microbiol,Curr Opin Biotechnol,1
J Clin Microbiol,Insect Biochem Mol Biol,4
J Clin Microbiol,Genetics,2
J Clin Microbiol,Biochem Biophys Res Commun,4
J Clin Microbiol,Curr Opin Immunol,1
J Clin Microbiol,Wei Sheng Wu Xue Bao,7
J Clin Microbiol,Nat Rev Microbiol,1
J Clin Microbiol,Plant Physiol,1
J Clin Microbiol,Parasitol Res,1
J Clin Microbiol,Mol Plant,6
J Clin Microbiol,Biomed Res Int,3
J Clin Microbiol,Gene Ther,4
J Clin Microbiol,Haematologica,1
J Clin Microbiol,Tuberculosis (Edinb),1
J Clin Microbiol,Annu Rev Biophys,1
J Clin Microbiol,EMBO Mol Med,1
J Clin Microbiol,World J Microbiol Biotechnol,2
J Clin Microbiol,Neurochem Res,1
J Clin Microbiol,Arterioscler Thromb Vasc Biol,1
J Clin Microbiol,BMC Plant Biol,1
J Clin Microbiol,FEBS Lett,2
J Clin Microbiol,Sci Signal,1
J Clin Microbiol,Curr Opin Microbiol,1
J Clin Microbiol,Insect Mol Biol,1
J Clin Microbiol,ISME J,2
J Clin Microbiol,Microbiology,3
J Clin Microbiol,Structure,1
J Clin Microbiol,Antiviral Res,1
J Clin Microbiol,BMC Microbiol,5
J Clin Microbiol,Biochem Pharmacol,2
J Clin Microbiol,Sheng Wu Gong Cheng Xue Bao,1
J Clin Microbiol,GM Crops Food,2
J Clin Microbiol,Expert Opin Biol Ther,1
J Clin Microbiol,Environ Microbiol,2
J Clin Microbiol,PLoS Negl Trop Dis,1
J Clin Microbiol,Transpl Immunol,1
J Clin Microbiol,Acta Biochim Biophys Sin (Shanghai),2
J Clin Microbiol,Biotechniques,1
J Clin Microbiol,PLoS Comput Biol,1
J Clin Microbiol,Gastroenterology,1
J Clin Microbiol,Annu Rev Food Sci Technol,2
J Clin Microbiol,Infect Immun,1
J Clin Microbiol,Toxins (Basel),1
J Clin Microbiol,Nat Cell Biol,2
J Clin Microbiol,J Med Microbiol,4
J Clin Microbiol,J Pathol,2
J Clin Microbiol,Plant Mol Biol,1
J Clin Microbiol,J Mol Cell Biol,1
J Clin Microbiol,Environ Sci Pollut Res Int,3
J Clin Microbiol,J Food Sci,1
J Clin Microbiol,Hum Mutat,2
J Clin Microbiol,J Nanosci Nanotechnol,1
J Clin Microbiol,Annu Rev Genet,1
J Clin Microbiol,J Surg Res,1
J Clin Microbiol,J Gen Virol,1
J Clin Microbiol,World J Gastroenterol,1
J Clin Microbiol,Appl Microbiol Biotechnol,1
J Clin Microbiol,Zoonoses Public Health,4
J Clin Microbiol,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,2
J Clin Microbiol,EMBO J,4
J Clin Microbiol,Microbiol Spectr,2
J Clin Microbiol,J Biomol Struct Dyn,1
J Clin Microbiol,Food Microbiol,4
J Clin Microbiol,Int J Food Microbiol,2
J Clin Microbiol,Microbiol Mol Biol Rev,1
J Clin Microbiol,Onco Targets Ther,2
J Clin Microbiol,Invest Clin,1
J Clin Microbiol,Foodborne Pathog Dis,1
J Clin Microbiol,J Orthop Res,2
J Clin Microbiol,Int J Biochem Cell Biol,2
J Clin Microbiol,Biochem Soc Trans,2
J Clin Microbiol,J Dairy Sci,2
J Clin Microbiol,Mol Biol Rep,1
J Clin Microbiol,Rice (N Y),2
J Clin Microbiol,PeerJ,1
J Clin Microbiol,Antimicrob Agents Chemother,3
J Clin Microbiol,Acta Crystallogr D Biol Crystallogr,1
J Clin Microbiol,Wiley Interdiscip Rev RNA,1
J Clin Microbiol,Crit Rev Eukaryot Gene Expr,1
J Clin Microbiol,Eur J Clin Microbiol Infect Dis,1
J Clin Microbiol,BMC Infect Dis,4
J Clin Microbiol,Rapid Commun Mass Spectrom,1
Microbes Infect,Genome Biol Evol,3
Zoonoses Public Health,BMC Genomics,2
Zoonoses Public Health,Appl Environ Microbiol,4
Zoonoses Public Health,Microbiology,2
Zoonoses Public Health,BMC Microbiol,3
Zoonoses Public Health,Annu Rev Food Sci Technol,1
Zoonoses Public Health,J Clin Microbiol,4
Zoonoses Public Health,Food Microbiol,3
Zoonoses Public Health,Int J Food Microbiol,1
Zoonoses Public Health,J Dairy Sci,1
Zoonoses Public Health,Antimicrob Agents Chemother,3
FASEB J,Nat Methods,1
FASEB J,Adv Exp Med Biol,1
FASEB J,Sci Rep,6
FASEB J,Oncogene,1
FASEB J,Mol Cell,1
FASEB J,Front Pharmacol,1
FASEB J,PLoS One,6
FASEB J,Nat Protoc,1
FASEB J,Methods Mol Biol,1
FASEB J,Nature,2
FASEB J,Oncotarget,4
FASEB J,Proc Natl Acad Sci U S A,2
FASEB J,Science,2
FASEB J,J Biol Chem,2
FASEB J,Nucleic Acids Res,4
FASEB J,ACS Synth Biol,2
FASEB J,Plant Cell Rep,1
FASEB J,J Bacteriol,1
FASEB J,Nat Commun,4
FASEB J,Metab Eng,2
FASEB J,Genome Announc,1
FASEB J,Mol Ther,2
FASEB J,Cell Mol Life Sci,1
FASEB J,Protein Cell,4
FASEB J,Cell,7
FASEB J,Elife,1
FASEB J,Yi Chuan,1
FASEB J,Sci Adv,1
FASEB J,Genome Biol,1
FASEB J,BMC Genomics,1
FASEB J,G3 (Bethesda),4
FASEB J,Hum Mol Genet,3
FASEB J,Front Mol Neurosci,1
FASEB J,Mol Ther Nucleic Acids,1
FASEB J,Virol J,1
FASEB J,Nat Plants,1
FASEB J,Nat Biotechnol,2
FASEB J,Mol Cell Biol,1
FASEB J,Trends Cell Biol,1
FASEB J,Stem Cell Reports,1
FASEB J,Biol Open,1
FASEB J,Cell Stem Cell,3
FASEB J,Bioinformatics,1
FASEB J,Parasitol Int,1
FASEB J,Cell Res,4
FASEB J,Development,7
FASEB J,Stem Cell Res,1
FASEB J,Angew Chem Int Ed Engl,2
FASEB J,J Genet Genomics,2
FASEB J,Hum Genet,1
FASEB J,Zhonghua Liu Xing Bing Xue Za Zhi,1
FASEB J,Cancer Res,1
FASEB J,Appl Environ Microbiol,1
FASEB J,Transgenic Res,1
FASEB J,Mol Cancer Res,1
FASEB J,Genes Dev,1
FASEB J,Methods Cell Biol,1
FASEB J,Cell Discov,1
FASEB J,Curr Biol,1
FASEB J,Biotechnol Bioeng,1
FASEB J,Stem Cells,2
FASEB J,Methods Enzymol,1
FASEB J,Anal Biochem,2
FASEB J,Curr Microbiol,2
FASEB J,J Biotechnol,1
FASEB J,Am J Physiol Lung Cell Mol Physiol,1
FASEB J,Cancer Cell,2
FASEB J,Insect Biochem Mol Biol,1
FASEB J,Microb Cell Fact,1
FASEB J,Genetics,1
FASEB J,J Neurosci Res,1
FASEB J,Biotechnol J,1
FASEB J,Wei Sheng Wu Xue Bao,2
FASEB J,Plant Physiol,1
FASEB J,Mol Plant,3
FASEB J,Appl Biochem Biotechnol,1
FASEB J,Cell Death Differ,1
FASEB J,Biomed Res Int,1
FASEB J,AIDS,1
FASEB J,EMBO Mol Med,1
FASEB J,J Intern Med,1
FASEB J,World J Microbiol Biotechnol,1
FASEB J,Arterioscler Thromb Vasc Biol,1
FASEB J,J Assist Reprod Genet,1
FASEB J,Cell Biosci,8
FASEB J,Curr Protoc Mouse Biol,1
FASEB J,Zhonghua Bing Li Xue Za Zhi,1
FASEB J,Acta Biochim Biophys Sin (Shanghai),2
FASEB J,Dev Cell,1
FASEB J,Gen Comp Endocrinol,1
FASEB J,Transl Psychiatry,2
FASEB J,Methods,1
FASEB J,Toxins (Basel),1
FASEB J,Nat Cell Biol,1
FASEB J,J Pathol,1
FASEB J,J Mol Cell Biol,1
FASEB J,Zhongguo Fei Ai Za Zhi,1
FASEB J,J Gen Virol,1
FASEB J,Mol Neurodegener,1
FASEB J,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,1
FASEB J,EMBO J,1
FASEB J,BMC Genet,1
Biotechnol Biofuels,Genome Med,1
Biotechnol Biofuels,BMC Syst Biol,2
Cardiovasc Res,Mol Ther,2
Cardiovasc Res,Curr Gene Ther,1
Cardiovasc Res,Circ Res,1
Mol Neurodegener,Nat Methods,1
Mol Neurodegener,Sci Rep,2
Mol Neurodegener,PLoS One,1
Mol Neurodegener,Oncotarget,2
Mol Neurodegener,Science,1
Mol Neurodegener,Cell,1
Mol Neurodegener,Hum Mol Genet,4
Mol Neurodegener,Front Mol Neurosci,3
Mol Neurodegener,Bioinformatics,1
Mol Neurodegener,Cell Res,2
Mol Neurodegener,Development,1
Mol Neurodegener,J Genet Genomics,1
Mol Neurodegener,Zhonghua Liu Xing Bing Xue Za Zhi,1
Mol Neurodegener,Curr Microbiol,1
Mol Neurodegener,Wei Sheng Wu Xue Bao,1
Mol Neurodegener,Mol Plant,2
Mol Neurodegener,Trends Parasitol,1
Mol Neurodegener,World J Microbiol Biotechnol,1
Mol Neurodegener,Cell Biosci,1
Mol Neurodegener,Clin Genet,1
Mol Neurodegener,Transl Psychiatry,1
Mol Neurodegener,Nat Cell Biol,1
Mol Neurodegener,FASEB J,1
Mol Neurodegener,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,1
Asian J Androl,Sci Rep,1
Asian J Androl,Proc Natl Acad Sci U S A,1
Asian J Androl,Reproduction,3
Asian J Androl,Int J Mol Sci,3
Asian J Androl,Methods Enzymol,1
Asian J Androl,Transplant Proc,1
Asian J Androl,Exp Anim,1
Asian J Androl,Mamm Genome,1
Asian J Androl,Dev Growth Differ,2
Clin Calcium,Sci Rep,2
Clin Calcium,Nature,1
Clin Calcium,Proc Natl Acad Sci U S A,2
Clin Calcium,Sci Adv,1
Clin Calcium,J Bone Metab,1
Clin Calcium,J Reprod Immunol,1
Clin Calcium,Chem Biol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Nat Methods,2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Sci Rep,6
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Mol Cell,2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,PLoS Genet,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,PLoS One,3
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Nat Protoc,3
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Nature,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Oncotarget,3
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Proc Natl Acad Sci U S A,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,J Biol Chem,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Nucleic Acids Res,2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,ACS Synth Biol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Nat Commun,2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Genome Announc,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,J Virol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Cell Mol Life Sci,3
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Protein Cell,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Cell,4
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Genome Res,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Stem Cells Transl Med,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,G3 (Bethesda),2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Cancer Sci,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Hum Mol Genet,3
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Front Plant Sci,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Virus Res,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Virol J,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Nat Plants,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,RNA Biol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Nat Chem Biol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Int J Mol Sci,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Nat Biotechnol,2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Mol Ther Methods Clin Dev,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Stem Cell Reports,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Cell Stem Cell,2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Bioinformatics,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Cell Res,4
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Development,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Dev Biol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Biotechnol Lett,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Nat Neurosci,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Int J Biol Sci,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,J Genet Genomics,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Zhonghua Liu Xing Bing Xue Za Zhi,8
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Zhongguo Shi Yan Xue Ye Xue Za Zhi,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Cancer Res,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Viruses,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,J Clin Invest,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Cell Discov,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Biotechnol Bioeng,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Stem Cells,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Methods Enzymol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,PLoS Pathog,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Curr Microbiol,8
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,J Biotechnol,2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Cancer Cell,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Insect Biochem Mol Biol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Genetics,2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,EBioMedicine,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Biochem Biophys Res Commun,3
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Biotechnol J,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Wei Sheng Wu Xue Bao,8
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Mol Plant,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Biomed Res Int,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Gene Ther,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,EMBO Mol Med,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,World J Microbiol Biotechnol,7
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Neurochem Res,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,BMC Plant Biol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Sci Signal,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Cell Biosci,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Insect Mol Biol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Biochem Pharmacol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,GM Crops Food,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Acta Biochim Biophys Sin (Shanghai),3
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Transl Psychiatry,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Nat Cell Biol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Mol Autism,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,J Pathol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,J Mol Cell Biol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Hum Mutat,2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,J Gen Virol,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,J Clin Microbiol,2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,FASEB J,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Mol Neurodegener,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,EMBO J,2
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Onco Targets Ther,1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Cell Regen (Lond),1
Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Rice (N Y),1
Annu Rev Microbiol,Sci Rep,1
Annu Rev Microbiol,Mol Cell,1
Annu Rev Microbiol,PLoS Genet,3
Annu Rev Microbiol,PLoS One,2
Annu Rev Microbiol,Methods Mol Biol,1
Annu Rev Microbiol,Nature,4
Annu Rev Microbiol,Proc Natl Acad Sci U S A,1
Annu Rev Microbiol,Science,4
Annu Rev Microbiol,J Biol Chem,2
Annu Rev Microbiol,Nucleic Acids Res,3
Annu Rev Microbiol,ACS Synth Biol,1
Annu Rev Microbiol,J Bacteriol,5
Annu Rev Microbiol,Nat Commun,1
Annu Rev Microbiol,Stand Genomic Sci,1
Annu Rev Microbiol,Cell,2
Annu Rev Microbiol,MBio,1
Annu Rev Microbiol,RNA Biol,1
Annu Rev Microbiol,Nat Biotechnol,2
Annu Rev Microbiol,Cell Res,1
Annu Rev Microbiol,Proc Biol Sci,1
Annu Rev Microbiol,Mol Microbiol,2
Annu Rev Microbiol,Cell Host Microbe,1
Annu Rev Microbiol,PLoS Pathog,1
Annu Rev Microbiol,Nat Rev Genet,1
Annu Rev Microbiol,Biotechnol J,1
Annu Rev Microbiol,Curr Opin Immunol,1
Annu Rev Microbiol,Curr Opin Chem Biol,1
Annu Rev Microbiol,Nat Rev Microbiol,1
Annu Rev Microbiol,?,1
Annu Rev Microbiol,Curr Opin Microbiol,1
Annu Rev Microbiol,Structure,1
Annu Rev Microbiol,Acta Biochim Biophys Sin (Shanghai),1
Annu Rev Microbiol,Gen Comp Endocrinol,1
Annu Rev Microbiol,Nat Rev Immunol,1
Annu Rev Microbiol,Eukaryot Cell,1
Annu Rev Microbiol,Microbiol Spectr,1
Annu Rev Microbiol,F1000Prime Rep,1
Mol Syst Biol,Nat Methods,1
Mol Syst Biol,Nat Commun,1
Mol Syst Biol,Cell Syst,1
Mol Syst Biol,Cell Rep,2
Mol Syst Biol,Cell,4
Mol Syst Biol,BMC Bioinformatics,2
Radiat Oncol,Curr Opin Nephrol Hypertens,1
Zygote,Nat Methods,1
Zygote,Sci Rep,4
Zygote,PLoS One,1
Zygote,Nat Protoc,1
Zygote,Proc Natl Acad Sci U S A,1
Zygote,J Biol Chem,1
Zygote,ACS Synth Biol,1
Zygote,Reprod Domest Anim,1
Zygote,Nat Commun,1
Zygote,Cell Rep,2
Zygote,Skelet Muscle,1
Zygote,Genome Res,3
Zygote,BMC Genomics,1
Zygote,G3 (Bethesda),1
Zygote,J Integr Plant Biol,1
Zygote,Nat Chem Biol,1
Zygote,Plant Biotechnol J,1
Zygote,Nat Biotechnol,2
Zygote,Mol Ther Methods Clin Dev,1
Zygote,Cell Stem Cell,2
Zygote,Dev Biol,1
Zygote,Dev Genes Evol,1
Zygote,Biotechnol Lett,1
Zygote,Stem Cells Dev,1
Zygote,Hepatology,1
Zygote,J Biotechnol,1
Zygote,Genetics,1
Zygote,Biotechnol J,1
Zygote,Exp Mol Med,1
Zygote,Biomed Res Int,1
Zygote,Mol Cells,1
Zygote,Planta,1
Zygote,Dev Growth Differ,1
Cell Logist,Sci Rep,1
Cell Logist,PLoS One,1
Cell Logist,Oncotarget,1
Cell Logist,Cell,1
Cell Logist,Yi Chuan,1
Cell Logist,Nat Biotechnol,2
Cell Logist,Biol Open,1
Cell Logist,Development,2
Cell Logist,J Ind Microbiol Biotechnol,1
Cell Logist,Zhonghua Liu Xing Bing Xue Za Zhi,1
Cell Logist,Fly (Austin),4
Cell Logist,Hum Gene Ther,1
Cell Logist,Front Genet,1
Cell Logist,Stem Cells Int,2
Cell Logist,Gastroenterology,1
Cell Logist,J Mol Cell Biol,1
Biosci Rep,Mol Cell,2
Biosci Rep,PLoS One,1
Biosci Rep,Proc Natl Acad Sci U S A,1
Biosci Rep,J Biol Chem,5
Biosci Rep,Nucleic Acids Res,6
Biosci Rep,Elife,1
Biosci Rep,RNA Biol,7
Biosci Rep,Bioinformatics,2
Biosci Rep,Cell Res,1
Biosci Rep,Biochem J,1
Biosci Rep,Genes (Basel),1
